S.N,District_Name,Zone,Ecological_Belt,Development_Region,Year_BS,Year_AD,condition,type,Male,Female,Age,Married,Unmarried,Education,Employment,lat,long,Age_Group,encoded_Conditions,encoded_Types,encoded_Education,encoded_Employment
570,Dhankuta,Kosi,Hill,Eastern,2070,2013,Normal,Mental retardation,35,45,58,35,45.0,Up to 12 years of school,no,26.97426594,87.36675537,old,2,5,5,1
571,Dhankuta,Kosi,Hill,Eastern,2070,2013,Minor,Hysteria,56,26,43,33,49.0,PhD/Doctorate,yes,26.97426594,87.36675537,old,1,4,2,3
572,Dhankuta,Kosi,Hill,Eastern,2070,2013,Severe,Alcoholism,21,52,20,20,53.0,"College degree, bachelor, master",no,26.97426594,87.36675537,Middle-age,3,0,0,1
573,Dhankuta,Kosi,Hill,Eastern,2070,2013,Normal,Epilepsy,37,21,59,24,34.0,Up to 9 years of school,Unknown,26.97426594,87.36675537,old,2,3,6,0
574,Teharthum,Kosi,Hill,Eastern,2070,2013,Major,Depression,43,53,42,55,41.0,PhD/Doctorate,Unknown,27.13350032,87.55401564,old,0,2,2,0
575,Teharthum,Kosi,Hill,Eastern,2070,2013,Severe,Psychosis,32,20,23,28,24.0,"College degree, bachelor, master",no,27.13350032,87.55401564,Middle-age,3,6,0,1
576,Teharthum,Kosi,Hill,Eastern,2070,2013,Severe,Anxiety,48,32,29,24,56.0,"College degree, bachelor, master",no,27.13350032,87.55401564,Middle-age,3,1,0,1
577,Teharthum,Kosi,Hill,Eastern,2070,2013,Minor,Mental retardation,39,31,53,58,12.0,"College degree, bachelor, master",Unknown,27.13350032,87.55401564,old,1,5,0,0
578,Teharthum,Kosi,Hill,Eastern,2070,2013,Severe,Hysteria,49,59,52,19,89.0,"College degree, bachelor, master",Unknown,27.13350032,87.55401564,old,3,4,0,0
579,Teharthum,Kosi,Hill,Eastern,2070,2013,Severe,Alcoholism,30,42,39,29,43.0,"College degree, bachelor, master",no,27.13350032,87.55401564,Middle-age,3,0,0,1
580,Teharthum,Kosi,Hill,Eastern,2070,2013,Normal,Epilepsy,48,42,20,52,38.0,"College degree, bachelor, master",no,27.13350032,87.55401564,Middle-age,2,3,0,1
581,Sankhuwasabha,Kosi,Mountain,Eastern,2070,2013,Normal,Depression,21,28,27,27,22.0,"College degree, bachelor, master",no,27.52454419,87.29855621,Middle-age,2,2,0,1
582,Sankhuwasabha,Kosi,Mountain,Eastern,2070,2013,Normal,Psychosis,57,35,49,39,53.0,Up to 9 years of school,Unknown,27.52454419,87.29855621,old,2,6,6,0
583,Sankhuwasabha,Kosi,Mountain,Eastern,2070,2013,Major,Anxiety,25,40,33,40,25.0,"College degree, bachelor, master",no,27.52454419,87.29855621,Middle-age,0,1,0,1
584,Sankhuwasabha,Kosi,Mountain,Eastern,2070,2013,Minor,Mental retardation,34,57,19,58,33.0,"Some College, short continuing education or equivalent",no,27.52454419,87.29855621,young,1,5,3,1
585,Sankhuwasabha,Kosi,Mountain,Eastern,2070,2013,Minor,Hysteria,49,35,29,36,48.0,"College degree, bachelor, master",no,27.52454419,87.29855621,Middle-age,1,4,0,1
586,Sankhuwasabha,Kosi,Mountain,Eastern,2070,2013,Severe,Alcoholism,30,23,29,38,15.0,"College degree, bachelor, master",no,27.52454419,87.29855621,Middle-age,3,0,0,1
587,Sankhuwasabha,Kosi,Mountain,Eastern,2070,2013,Severe,Epilepsy,59,24,49,28,55.0,"College degree, bachelor, master",Unknown,27.52454419,87.29855621,old,3,3,0,0
588,Bhojpur,Kosi,Hill,Eastern,2070,2013,Minor,Depression,26,47,54,44,29.0,"College degree, bachelor, master",Unknown,27.21832031,87.06666799,old,1,2,0,0
589,Bhojpur,Kosi,Hill,Eastern,2070,2013,Minor,Psychosis,29,24,55,29,24.0,Up to 9 years of school,Unknown,27.21832031,87.06666799,old,1,6,6,0
590,Bhojpur,Kosi,Hill,Eastern,2070,2013,Severe,Anxiety,41,32,52,35,38.0,"College degree, bachelor, master",Unknown,27.21832031,87.06666799,old,3,1,0,0
591,Bhojpur,Kosi,Hill,Eastern,2070,2013,Severe,Mental retardation,25,31,56,29,27.0,Up to 9 years of school,Unknown,27.21832031,87.06666799,old,3,5,6,0
592,Bhojpur,Kosi,Hill,Eastern,2070,2013,Major,Hysteria,20,38,50,24,34.0,"College degree, bachelor, master",yes,27.21832031,87.06666799,old,0,4,0,3
593,Bhojpur,Kosi,Hill,Eastern,2070,2013,Severe,Alcoholism,55,19,47,29,45.0,PhD/Doctorate,yes,27.21832031,87.06666799,old,3,0,2,3
594,Bhojpur,Kosi,Hill,Eastern,2070,2013,Major,Epilepsy,50,52,40,56,46.0,PhD/Doctorate,no,27.21832031,87.06666799,old,0,3,2,1
595,Solukhumbu,Sagarmatha,Mountain,Eastern,2070,2013,Severe,Depression,26,52,31,31,47.0,"College degree, bachelor, master",no,27.75423434,86.69879175,Middle-age,3,2,0,1
596,Solukhumbu,Sagarmatha,Mountain,Eastern,2070,2013,Minor,Psychosis,43,38,35,32,49.0,"College degree, bachelor, master",no,27.75423434,86.69879175,Middle-age,1,6,0,1
597,Solukhumbu,Sagarmatha,Mountain,Eastern,2070,2013,Minor,Anxiety,45,18,31,40,23.0,"College degree, bachelor, master",no,27.75423434,86.69879175,Middle-age,1,1,0,1
598,Solukhumbu,Sagarmatha,Mountain,Eastern,2070,2013,Minor,Mental retardation,46,51,42,35,62.0,PhD/Doctorate,no,27.75423434,86.69879175,old,1,5,2,1
599,Solukhumbu,Sagarmatha,Mountain,Eastern,2070,2013,Severe,Hysteria,55,18,41,24,49.0,PhD/Doctorate,no,27.75423434,86.69879175,old,3,4,2,1
600,Solukhumbu,Sagarmatha,Mountain,Eastern,2070,2013,Major,Alcoholism,53,38,31,19,72.0,"College degree, bachelor, master",no,27.75423434,86.69879175,Middle-age,0,0,0,1
601,Solukhumbu,Sagarmatha,Mountain,Eastern,2070,2013,Normal,Epilepsy,26,33,24,53,6.0,"College degree, bachelor, master",yes,27.75423434,86.69879175,Middle-age,2,3,0,3
602,Okhaldhunga,Sagarmatha,Hill,Eastern,2070,2013,Major,Depression,47,19,21,50,16.0,"College degree, bachelor, master",yes,27.32850363,86.41723305,Middle-age,0,2,0,3
603,Okhaldhunga,Sagarmatha,Hill,Eastern,2070,2013,Major,Psychosis,21,31,47,35,17.0,PhD/Doctorate,no,27.32850363,86.41723305,old,0,6,2,1
604,Okhaldhunga,Sagarmatha,Hill,Eastern,2070,2013,Major,Anxiety,20,36,28,28,28.0,"College degree, bachelor, master",no,27.32850363,86.41723305,Middle-age,0,1,0,1
605,Okhaldhunga,Sagarmatha,Hill,Eastern,2070,2013,Major,Mental retardation,33,47,21,19,61.0,"College degree, bachelor, master",yes,27.32850363,86.41723305,Middle-age,0,5,0,3
606,Okhaldhunga,Sagarmatha,Hill,Eastern,2070,2013,Normal,Hysteria,21,49,53,57,13.0,"College degree, bachelor, master",no,27.32850363,86.41723305,old,2,4,0,1
607,Okhaldhunga,Sagarmatha,Hill,Eastern,2070,2013,Severe,Alcoholism,24,60,50,36,48.0,"College degree, bachelor, master",yes,27.32850363,86.41723305,old,3,0,0,3
608,Okhaldhunga,Sagarmatha,Hill,Eastern,2070,2013,Minor,Epilepsy,34,18,57,19,33.0,Up to 9 years of school,yes,27.32850363,86.41723305,old,1,3,6,3
609,Khotang,Sagarmatha,Hill,Eastern,2070,2013,Minor,Depression,59,55,27,34,80.0,"College degree, bachelor, master",no,27.10524151,86.76344684,Middle-age,1,2,0,1
610,Khotang,Sagarmatha,Hill,Eastern,2070,2013,Severe,Psychosis,45,52,47,23,74.0,PhD/Doctorate,yes,27.10524151,86.76344684,old,3,6,2,3
611,Khotang,Sagarmatha,Hill,Eastern,2070,2013,Major,Anxiety,44,33,56,30,47.0,"College degree, bachelor, master",yes,27.10524151,86.76344684,old,0,1,0,3
612,Khotang,Sagarmatha,Hill,Eastern,2070,2013,Minor,Mental retardation,50,35,29,55,30.0,"College degree, bachelor, master",no,27.10524151,86.76344684,Middle-age,1,5,0,1
613,Khotang,Sagarmatha,Hill,Eastern,2070,2013,Normal,Hysteria,55,21,45,31,45.0,PhD/Doctorate,yes,27.10524151,86.76344684,old,2,4,2,3
614,Khotang,Sagarmatha,Hill,Eastern,2070,2013,Severe,Alcoholism,45,49,39,25,69.0,"College degree, bachelor, master",no,27.10524151,86.76344684,Middle-age,3,0,0,1
615,Khotang,Sagarmatha,Hill,Eastern,2070,2013,Major,Epilepsy,31,57,53,23,65.0,"College degree, bachelor, master",yes,27.10524151,86.76344684,old,0,3,0,3
616,Udaypur,Sagarmatha,Hill,Eastern,2070,2013,Normal,Depression,59,39,32,47,51.0,"College degree, bachelor, master",no,26.89706243,86.62430815,Middle-age,2,2,0,1
617,Udaypur,Sagarmatha,Hill,Eastern,2070,2013,Severe,Psychosis,42,58,19,53,47.0,"Some College, short continuing education or equivalent",no,26.89706243,86.62430815,young,3,6,3,1
618,Udaypur,Sagarmatha,Hill,Eastern,2070,2013,Major,Anxiety,47,42,31,37,52.0,"College degree, bachelor, master",no,26.89706243,86.62430815,Middle-age,0,1,0,1
619,Udaypur,Sagarmatha,Hill,Eastern,2070,2013,Major,Mental retardation,40,37,45,23,54.0,PhD/Doctorate,yes,26.89706243,86.62430815,old,0,5,2,3
620,Udaypur,Sagarmatha,Hill,Eastern,2070,2013,Minor,Hysteria,36,29,48,30,35.0,PhD/Doctorate,yes,26.89706243,86.62430815,old,1,4,2,3
621,Udaypur,Sagarmatha,Hill,Eastern,2070,2013,Normal,Alcoholism,22,58,59,58,22.0,Up to 9 years of school,retired,26.89706243,86.62430815,old,2,0,6,2
622,Udaypur,Sagarmatha,Hill,Eastern,2070,2013,Severe,Epilepsy,49,26,33,22,53.0,"College degree, bachelor, master",no,26.89706243,86.62430815,Middle-age,3,3,0,1
623,Saptari,Sagarmatha,Terai,Eastern,2070,2013,Severe,Depression,39,19,25,43,15.0,"College degree, bachelor, master",yes,26.59685229,86.73725506,Middle-age,3,2,0,3
624,Saptari,Sagarmatha,Terai,Eastern,2070,2013,Severe,Psychosis,24,35,36,56,3.0,"College degree, bachelor, master",no,26.59685229,86.73725506,Middle-age,3,6,0,1
625,Saptari,Sagarmatha,Terai,Eastern,2070,2013,Normal,Anxiety,30,34,58,57,7.0,"College degree, bachelor, master",retired,26.59685229,86.73725506,old,2,1,0,2
626,Saptari,Sagarmatha,Terai,Eastern,2070,2013,Minor,Mental retardation,34,21,34,39,16.0,"College degree, bachelor, master",no,26.59685229,86.73725506,Middle-age,1,5,0,1
627,Saptari,Sagarmatha,Terai,Eastern,2070,2013,Severe,Hysteria,49,53,42,41,61.0,PhD/Doctorate,no,26.59685229,86.73725506,old,3,4,2,1
628,Saptari,Sagarmatha,Terai,Eastern,2070,2013,Severe,Alcoholism,37,33,43,50,20.0,PhD/Doctorate,Unknown,26.59685229,86.73725506,old,3,0,2,0
629,Saptari,Sagarmatha,Terai,Eastern,2070,2013,Severe,Epilepsy,32,48,27,41,39.0,"College degree, bachelor, master",no,26.59685229,86.73725506,Middle-age,3,3,0,1
630,Siraha,Sagarmatha,Terai,Eastern,2070,2013,Major,Depression,60,59,26,32,87.0,"College degree, bachelor, master",no,26.6852784,86.32651559,Middle-age,0,2,0,1
631,Siraha,Sagarmatha,Terai,Eastern,2070,2013,Normal,Psychosis,34,46,26,29,51.0,"College degree, bachelor, master",no,26.6852784,86.32651559,Middle-age,2,6,0,1
632,Siraha,Sagarmatha,Terai,Eastern,2070,2013,Severe,Anxiety,50,19,40,25,44.0,PhD/Doctorate,no,26.6852784,86.32651559,old,3,1,2,1
633,Siraha,Sagarmatha,Terai,Eastern,2070,2013,Major,Mental retardation,57,25,18,4,78.0,Up to 12 years of school,no,26.6852784,86.32651559,young,0,5,5,1
634,Siraha,Sagarmatha,Terai,Eastern,2070,2013,Major,Hysteria,37,39,57,38,38.0,"College degree, bachelor, master",Unknown,26.6852784,86.32651559,old,0,4,0,0
635,Siraha,Sagarmatha,Terai,Eastern,2070,2013,Minor,Alcoholism,56,26,18,4,78.0,Up to 12 years of school,no,26.6852784,86.32651559,young,1,0,5,1
636,Siraha,Sagarmatha,Terai,Eastern,2070,2013,Minor,Epilepsy,32,60,34,21,71.0,"College degree, bachelor, master",no,26.6852784,86.32651559,Middle-age,1,3,0,1
637,Dhanusha,Janakpur,Terai,Central,2070,2013,Normal,Depression,43,40,26,23,60.0,"College degree, bachelor, master",no,26.79587245,86.00721975,Middle-age,2,2,0,1
638,Dhanusha,Janakpur,Terai,Central,2070,2013,Minor,Psychosis,21,35,32,46,10.0,"College degree, bachelor, master",no,26.79587245,86.00721975,Middle-age,1,6,0,1
639,Dhanusha,Janakpur,Terai,Central,2070,2013,Minor,Anxiety,28,40,43,55,13.0,PhD/Doctorate,Unknown,26.79587245,86.00721975,old,1,1,2,0
640,Dhanusha,Janakpur,Terai,Central,2070,2013,Severe,Mental retardation,55,60,28,48,67.0,"College degree, bachelor, master",no,26.79587245,86.00721975,Middle-age,3,5,0,1
641,Dhanusha,Janakpur,Terai,Central,2070,2013,Severe,Hysteria,29,24,56,31,22.0,"College degree, bachelor, master",Unknown,26.79587245,86.00721975,old,3,4,0,0
642,Dhanusha,Janakpur,Terai,Central,2070,2013,Major,Alcoholism,44,32,45,49,27.0,PhD/Doctorate,Unknown,26.79587245,86.00721975,old,0,0,2,0
643,Dhanusha,Janakpur,Terai,Central,2070,2013,Minor,Epilepsy,46,36,60,44,38.0,Up to 9 years of school,retired,26.79587245,86.00721975,old,1,3,6,2
644,Mahottari,Janakpur,Terai,Central,2070,2013,Normal,Depression,32,48,51,24,56.0,"College degree, bachelor, master",no,26.85777117,85.82059516,old,2,2,0,1
645,Mahottari,Janakpur,Terai,Central,2070,2013,Normal,Psychosis,47,56,47,24,79.0,PhD/Doctorate,no,26.85777117,85.82059516,old,2,6,2,1
646,Mahottari,Janakpur,Terai,Central,2070,2013,Normal,Anxiety,35,54,46,47,42.0,PhD/Doctorate,no,26.85777117,85.82059516,old,2,1,2,1
647,Mahottari,Janakpur,Terai,Central,2070,2013,Normal,Mental retardation,45,56,58,36,65.0,Up to 9 years of school,retired,26.85777117,85.82059516,old,2,5,6,2
648,Mahottari,Janakpur,Terai,Central,2070,2013,Minor,Hysteria,44,59,32,59,44.0,"College degree, bachelor, master",no,26.85777117,85.82059516,Middle-age,1,4,0,1
649,Mahottari,Janakpur,Terai,Central,2070,2013,Minor,Alcoholism,28,33,53,59,2.0,"College degree, bachelor, master",yes,26.85777117,85.82059516,old,1,0,0,3
650,Mahottari,Janakpur,Terai,Central,2070,2013,Major,Epilepsy,19,29,42,24,24.0,PhD/Doctorate,yes,26.85777117,85.82059516,old,0,3,2,3
651,Sarlahi,Janakpur,Terai,Central,2070,2013,Normal,Depression,57,49,55,23,83.0,Up to 9 years of school,yes,26.96581113,85.5617024,old,2,2,6,3
652,Sarlahi,Janakpur,Terai,Central,2070,2013,Major,Psychosis,43,38,54,36,45.0,"College degree, bachelor, master",yes,26.96581113,85.5617024,old,0,6,0,3
653,Sarlahi,Janakpur,Terai,Central,2070,2013,Major,Anxiety,25,47,36,33,39.0,"College degree, bachelor, master",no,26.96581113,85.5617024,Middle-age,0,1,0,1
654,Sarlahi,Janakpur,Terai,Central,2070,2013,Normal,Mental retardation,52,27,30,41,38.0,"College degree, bachelor, master",no,26.96581113,85.5617024,Middle-age,2,5,0,1
655,Sarlahi,Janakpur,Terai,Central,2070,2013,Minor,Hysteria,24,22,40,28,18.0,PhD/Doctorate,no,26.96581113,85.5617024,old,1,4,2,1
656,Sarlahi,Janakpur,Terai,Central,2070,2013,Severe,Alcoholism,34,26,21,24,36.0,"College degree, bachelor, master",no,26.96581113,85.5617024,Middle-age,3,0,0,1
657,Sarlahi,Janakpur,Terai,Central,2070,2013,Major,Epilepsy,47,33,53,47,33.0,"College degree, bachelor, master",yes,26.96581113,85.5617024,old,0,3,0,3
658,Sindhuli,Janakpur,Hill,Central,2070,2013,Major,Depression,37,48,54,19,66.0,Up to 9 years of school,yes,27.21085578,85.90028129,old,0,2,6,3
659,Sindhuli,Janakpur,Hill,Central,2070,2013,Normal,Psychosis,48,31,59,27,52.0,"College degree, bachelor, master",yes,27.21085578,85.90028129,old,2,6,0,3
660,Sindhuli,Janakpur,Hill,Central,2070,2013,Normal,Anxiety,52,21,60,30,43.0,Up to 9 years of school,yes,27.21085578,85.90028129,old,2,1,6,3
661,Sindhuli,Janakpur,Hill,Central,2070,2013,Major,Mental retardation,47,52,42,54,45.0,PhD/Doctorate,yes,27.21085578,85.90028129,old,0,5,2,3
662,Sindhuli,Janakpur,Hill,Central,2070,2013,Severe,Hysteria,44,30,50,40,34.0,"College degree, bachelor, master",yes,27.21085578,85.90028129,old,3,4,0,3
663,Sindhuli,Janakpur,Hill,Central,2070,2013,Severe,Alcoholism,32,55,29,49,38.0,"College degree, bachelor, master",no,27.21085578,85.90028129,Middle-age,3,0,0,1
664,Sindhuli,Janakpur,Hill,Central,2070,2013,Major,Epilepsy,40,45,19,45,40.0,"Some College, short continuing education or equivalent",no,27.21085578,85.90028129,young,0,3,3,1
665,Ramechhap,Janakpur,Hill,Central,2070,2013,Severe,Depression,20,30,43,18,32.0,PhD/Doctorate,yes,27.45389329,86.17446896,old,3,2,2,3
666,Ramechhap,Janakpur,Hill,Central,2070,2013,Severe,Psychosis,41,59,54,48,52.0,"College degree, bachelor, master",yes,27.45389329,86.17446896,old,3,6,0,3
667,Ramechhap,Janakpur,Hill,Central,2070,2013,Severe,Anxiety,20,28,45,29,19.0,PhD/Doctorate,yes,27.45389329,86.17446896,old,3,1,2,3
668,Ramechhap,Janakpur,Hill,Central,2070,2013,Minor,Mental retardation,34,28,51,34,28.0,Up to 9 years of school,yes,27.45389329,86.17446896,old,1,5,6,3
669,Ramechhap,Janakpur,Hill,Central,2070,2013,Minor,Hysteria,24,50,37,28,46.0,"College degree, bachelor, master",Unknown,27.45389329,86.17446896,Middle-age,1,4,0,0
670,Ramechhap,Janakpur,Hill,Central,2070,2013,Normal,Alcoholism,22,49,38,52,19.0,"College degree, bachelor, master",Unknown,27.45389329,86.17446896,Middle-age,2,0,0,0
671,Ramechhap,Janakpur,Hill,Central,2070,2013,Minor,Epilepsy,52,51,44,53,50.0,PhD/Doctorate,Unknown,27.45389329,86.17446896,old,1,3,2,0
672,Dolkha,Janakpur,Mountain,Central,2070,2013,Severe,Depression,52,58,46,39,71.0,PhD/Doctorate,Unknown,27.82352203,86.19576072,old,3,2,2,0
673,Dolkha,Janakpur,Mountain,Central,2070,2013,Severe,Psychosis,44,51,52,31,64.0,"College degree, bachelor, master",Unknown,27.82352203,86.19576072,old,3,6,0,0
674,Dolkha,Janakpur,Mountain,Central,2070,2013,Minor,Anxiety,49,50,46,46,53.0,PhD/Doctorate,yes,27.82352203,86.19576072,old,1,1,2,3
675,Dolkha,Janakpur,Mountain,Central,2070,2013,Severe,Mental retardation,55,29,30,44,40.0,"College degree, bachelor, master",Unknown,27.82352203,86.19576072,Middle-age,3,5,0,0
676,Dolkha,Janakpur,Mountain,Central,2070,2013,Minor,Hysteria,37,33,33,46,24.0,"College degree, bachelor, master",Unknown,27.82352203,86.19576072,Middle-age,1,4,0,0
677,Dolkha,Janakpur,Mountain,Central,2070,2013,Normal,Alcoholism,51,48,20,41,58.0,"College degree, bachelor, master",no,27.82352203,86.19576072,Middle-age,2,0,0,1
678,Dolkha,Janakpur,Mountain,Central,2070,2013,Normal,Epilepsy,59,38,39,39,58.0,"College degree, bachelor, master",Unknown,27.82352203,86.19576072,Middle-age,2,3,0,0
679,Sindhupalchowk,Bagmati,Mountain,Central,2070,2013,Severe,Depression,54,24,22,19,59.0,"College degree, bachelor, master",no,27.94899924,85.75847357,Middle-age,3,2,0,1
680,Sindhupalchowk,Bagmati,Mountain,Central,2070,2013,Normal,Psychosis,25,36,35,58,3.0,"College degree, bachelor, master",Unknown,27.94899924,85.75847357,Middle-age,2,6,0,0
681,Sindhupalchowk,Bagmati,Mountain,Central,2070,2013,Severe,Anxiety,22,20,26,23,19.0,"College degree, bachelor, master",Unknown,27.94899924,85.75847357,Middle-age,3,1,0,0
682,Sindhupalchowk,Bagmati,Mountain,Central,2070,2013,Minor,Mental retardation,32,41,35,43,30.0,"College degree, bachelor, master",Unknown,27.94899924,85.75847357,Middle-age,1,5,0,0
683,Sindhupalchowk,Bagmati,Mountain,Central,2070,2013,Major,Hysteria,27,48,20,51,24.0,"College degree, bachelor, master",no,27.94899924,85.75847357,Middle-age,0,4,0,1
684,Sindhupalchowk,Bagmati,Mountain,Central,2070,2013,Normal,Alcoholism,34,51,18,3,82.0,Up to 12 years of school,no,27.94899924,85.75847357,young,2,0,5,1
685,Sindhupalchowk,Bagmati,Mountain,Central,2070,2013,Major,Epilepsy,26,45,23,58,13.0,"College degree, bachelor, master",yes,27.94899924,85.75847357,Middle-age,0,3,0,3
686,Kavre,Bagmati,Hill,Central,2070,2013,Major,Depression,29,59,44,24,64.0,PhD/Doctorate,yes,27.52503681,85.616478,old,0,2,2,3
687,Kavre,Bagmati,Hill,Central,2070,2013,Major,Psychosis,20,34,50,22,32.0,"College degree, bachelor, master",yes,27.52503681,85.616478,old,0,6,0,3
688,Kavre,Bagmati,Hill,Central,2070,2013,Major,Anxiety,57,40,52,35,62.0,Up to 9 years of school,yes,27.52503681,85.616478,old,0,1,6,3
689,Kavre,Bagmati,Hill,Central,2070,2013,Severe,Mental retardation,59,22,18,3,78.0,Up to 12 years of school,no,27.52503681,85.616478,young,3,5,5,1
690,Kavre,Bagmati,Hill,Central,2070,2013,Severe,Hysteria,46,39,45,57,28.0,PhD/Doctorate,yes,27.52503681,85.616478,old,3,4,2,3
691,Kavre,Bagmati,Hill,Central,2070,2013,Minor,Alcoholism,42,53,21,31,64.0,"College degree, bachelor, master",yes,27.52503681,85.616478,Middle-age,1,0,0,3
692,Kavre,Bagmati,Hill,Central,2070,2013,Normal,Epilepsy,55,28,44,46,37.0,PhD/Doctorate,yes,27.52503681,85.616478,old,2,3,2,3
693,Lalitpur,Bagmati,Hill,Central,2070,2013,Severe,Depression,40,42,50,56,26.0,"College degree, bachelor, master",yes,27.58871791,85.3453208,old,3,2,0,3
694,Lalitpur,Bagmati,Hill,Central,2070,2013,Severe,Psychosis,34,58,22,47,45.0,"College degree, bachelor, master",yes,27.58871791,85.3453208,Middle-age,3,6,0,3
695,Lalitpur,Bagmati,Hill,Central,2070,2013,Severe,Anxiety,44,36,51,42,38.0,"College degree, bachelor, master",yes,27.58871791,85.3453208,old,3,1,0,3
696,Lalitpur,Bagmati,Hill,Central,2070,2013,Normal,Mental retardation,52,39,59,37,54.0,Up to 9 years of school,yes,27.58871791,85.3453208,old,2,5,6,3
697,Lalitpur,Bagmati,Hill,Central,2070,2013,Normal,Hysteria,44,51,25,48,47.0,"College degree, bachelor, master",yes,27.58871791,85.3453208,Middle-age,2,4,0,3
698,Lalitpur,Bagmati,Hill,Central,2070,2013,Normal,Alcoholism,29,53,37,39,43.0,"College degree, bachelor, master",Unknown,27.58871791,85.3453208,Middle-age,2,0,0,0
699,Lalitpur,Bagmati,Hill,Central,2070,2013,Minor,Epilepsy,37,58,21,48,47.0,"College degree, bachelor, master",no,27.58871791,85.3453208,Middle-age,1,3,0,1
700,Bhaktapur,Bagmati,Hill,Central,2070,2013,Severe,Depression,57,60,35,46,71.0,"College degree, bachelor, master",Unknown,27.66294721,85.43855603,Middle-age,3,2,0,0
701,Bhaktapur,Bagmati,Hill,Central,2070,2013,Normal,Psychosis,40,33,43,57,16.0,PhD/Doctorate,yes,27.66294721,85.43855603,old,2,6,2,3
702,Bhaktapur,Bagmati,Hill,Central,2070,2013,Major,Anxiety,22,53,28,29,46.0,"College degree, bachelor, master",Unknown,27.66294721,85.43855603,Middle-age,0,1,0,0
703,Bhaktapur,Bagmati,Hill,Central,2070,2013,Normal,Mental retardation,55,49,50,48,56.0,"College degree, bachelor, master",yes,27.66294721,85.43855603,old,2,5,0,3
704,Bhaktapur,Bagmati,Hill,Central,2070,2013,Minor,Hysteria,45,38,19,36,47.0,"Some College, short continuing education or equivalent",no,27.66294721,85.43855603,young,1,4,3,1
705,Bhaktapur,Bagmati,Hill,Central,2070,2013,Normal,Alcoholism,50,18,18,2,66.0,Up to 12 years of school,yes,27.66294721,85.43855603,young,2,0,5,3
706,Bhaktapur,Bagmati,Hill,Central,2070,2013,Major,Epilepsy,52,48,18,1,99.0,Up to 12 years of school,yes,27.66294721,85.43855603,young,0,3,5,3
707,Kathmandu,Bagmati,Hill,Central,2070,2013,Severe,Depression,28,38,59,50,16.0,Up to 9 years of school,yes,27.7328855,85.35042992,old,3,2,6,3
708,Kathmandu,Bagmati,Hill,Central,2070,2013,Minor,Psychosis,33,60,48,53,40.0,PhD/Doctorate,yes,27.7328855,85.35042992,old,1,6,2,3
